Column1;id;age;cause;vus;country;kpp;yService;voenk;kategory;katZ;date;date_wo_time
475;4278;NULL;отказ от военкомата;военная кафедра;ОАЭ;Домодедово;;Всеволожск, Ленинградская область;Б3;;09.10.2022 11:01;2022-10-09
476;4298;29.0;отказ от военкомата;999, не служил;Турция;Внуково;;Санкт-Петербург;;;09.10.2022 14:20;2022-10-09
477;4304;33.0;отказ от военкомата;военная кафедра, офицер;Грузия;Верхний Ларс;;Всеволожск, Ленинградская область;;;30.09.2022 15:20;2022-09-30
478;4306;44.0;отказ от военкомата;военная кафедра, офицер;Турция;Домодедово;;;А1;;04.10.2022 15:40;2022-10-04
479;4317;22.0;отказ от военкомата;служил;Армения;Сочи;;;;;09.10.2022 17:30;2022-10-09
480;4329;31.0;;стрелок;Казахстан;;;Кемеровская область;Б1;;09.10.2022 19:30;2022-10-09
481;4333;29.0;отказ от военкомата;ПВО, военная кафедра;Турция;Шереметьево;;;А;1;26.09.2022 20:10;2022-09-26
482;4350;27.0;отказ от военкомата;старший наводчик миномета;Турция;Внуково;;;А1;;04.10.2022 21:55;2022-10-04
483;4362;26.0;отказ от военкомата;908070А, дежурный КПП;Турция;Шереметьево;2016-2017;;;;29.09.2022 22:25;2022-09-29
484;4362;26.0;отказ от военкомата;908070А, дежурный КПП;Турция;Домодедово;2016-2017;;;;09.10.2022 22:25;2022-09-29
485;4364;42.0;отказ от военкомата;военная кафедра;Израиль;Пулково;;Санкт-Петербург;1;;09.10.2022 22:30;2022-10-09
486;4375;NULL;отказ во въезде;не служил;Грузия;Стамбул;;;В;;09.10.2022 22:57;2022-10-09
487;4379;28.0;отказ от военкомата;156, командир орудия ЗУ-23-2, росгвардия;Армения;Сочи;2018-2019;;;;09.10.2022 23:07;2022-10-09
488;4390;29.0;отказ от военкомата;600, не служил;Турция;Домодедово;;;В;;05.10.2022 23:40;2022-10-05
489;4403;NULL;отказ от военкомата;;Беларусь;;;;;;10.10.2022 11:10;2022-10-10
490;4415;36.0;;не служил;Египет;Внуково;;;Б;;10.10.2022 13:30;2022-10-10
491;4434;26.0;отказ от военкомата;водитель;Грузия;Верхний Ларс;;;;;10.10.2022 16:40;2022-10-10
492;4452;27.0;отказ от военкомата;служил;Казахстан;Петухово;;;;;30.09.2022 19:40;2022-09-30
493;4452;27.0;отказ от военкомата;служил;Казахстан;Теплое;;;;;05.10.2022 19:40;2022-10-05
494;4454;36.0;отказ от военкомата;служил;Казахстан;Омск;;;;;08.10.2022 19:50;2022-10-08
495;4473;21.0;отказ в выезде из-за секретности;стрелок;Казахстан;;2019-2020;Санкт-Петербург;;;03.10.2022 23:30;2022-10-03
496;4473;35.0;отказ от военкомата;не служил;Грузия;Верхний Ларс;;;В;;02.10.2022 23:30;2022-10-02
497;4473;35.0;отказ от военкомата;не служил;Грузия;Верхний Ларс;;;В;;03.10.2022 23:30;2022-10-03
498;4473;35.0;отказ от военкомата;не служил;;Минеральные Воды;;;В;;04.10.2022 23:30;2022-10-04
499;4475;30.0;отказ от военкомата;служил;Турция;Пулково;;;А1;;05.10.2022 23:50;2022-10-05
500;4484;23.0;;вдв;Азербайджан;Внуково;;;А1;;05.10.2022 11:07;2022-10-05
501;4484;22.0;;ВКС;Азербайджан;Внуково;;;Б3;;05.10.2022 11:07;2022-10-05
502;4506;32.0;;служил;Египет;Шереметьево;;Тутаев, Ярославская область;;;11.10.2022 14:20;2022-10-11
503;4506;33.0;;служил;Египет;Шереметьево;;Тутаев, Ярославская область;;;11.10.2022 14:20;2022-10-11
504;4537;27.0;отказ от военкомата;водитель, связист, младший сержант;Турция;Домодедово;;Москва;В;;11.10.2022 19:10;2022-10-11
505;4547;38.0;отказ от военкомата;военная кафедра, врач;Азербайджан;Внуково;женщина;;;3;11.10.2022 21:20;2022-10-11
506;4565;28.0;отказ от военкомата;водитель;Турция;Пулково;2011-2012;Санкт-Петербург;А1;;12.10.2022 9:45;2022-10-12
507;4587;39.0;отказ от военкомата;врач, не служил;Узбекистан;Домодедово;женщина; Иркутская область;;;12.10.2022 12:40;2022-10-12
508;4587;22.0;отказ от военкомата;вдв;Киргизия;Кольцово;2019-2020;;;1;11.10.2022 12:40;2022-10-11
509;4597;25.0;отказ от военкомата;485, военная почта, военная кафедра, сержант запаса;Киргизия;Шереметьево;;Таганрог, Ростовская область;А1;1;11.10.2022 14:20;2022-10-11
510;4601;37.0;отказ от военкомата;военная кафедра, ракетные войска;Казахстан;Озинки;;;;;23.09.2022 15:00;2022-09-23
511;4616;31.0;;служил;Турция;;;;;1;12.10.2022 17:31;2022-10-12
512;4620;28.0;отказ от военкомата;стрелок;Турция;Нижний Новгород;;Нижегородская область;Б3;;12.10.2022 18:10;2022-10-12
513;4630;29.0;отказ от военкомата;старший водитель, матрос;Казахстан;;;Кемерово;А1;;23.09.2022 21:01;2022-09-23
514;4630;29.0;отказ от военкомата;старший водитель, матрос;Казахстан;;;Кемерово;А1;;24.09.2022 21:01;2022-09-24
515;4630;29.0;отказ от военкомата;старший водитель, матрос;Казахстан;;;Кемерово;А1;;27.09.2022 21:01;2022-09-27
516;4639;NULL;отказ от военкомата;служил;Армения;Домодедово;;;А1;;12.10.2022 22:35;2022-10-12
517;4642;27.0;отказ от военкомата;служил;Казахстан;;;;А;;12.10.2022 22:45;2022-10-12
518;4646;44.0;;030402, артиллерия, военная кафедра;Казахстан;Жуковский;;;;1;12.10.2022 22:55;2022-10-12
519;4646;27.0;отказ от военкомата;стрелок, контрактник, мобилизационное предписание, ВВС;Грузия;Верхний Ларс;;;А;1;28.09.2022 22:55;2022-09-28
520;4650;27.0;отказ от военкомата;военная кафедра;Турция;Домодедово;;;А;;11.10.2022 23:05;2022-10-11
521;4652;24.0;;РВСН;;Домодедово;;;;;11.10.2022 23:10;2022-10-11
522;4655;35.0;отказ от военкомата;военная кафедра;Индия;Шереметьево;;;А;;11.10.2022 23:22;2022-10-11
523;4659;28.0;отказ от военкомата;служил;Турция;Шереметьево;2017-2018;;;;;2022-10-02
524;4663;45.0;отказ от военкомата;врач, не служил;Турция;Пулково;женщина;Всеволожск, Ленинградская область;;;12.10.2022 23:55;2022-10-12
525;4663;32.0;отказ от военкомата;разведчик, РВСН;Казахстан;Петухово;2011-2012;Санкт-Петербург;;;12.10.2022 23:55;2022-10-12
526;4683;22.0;;служил;Турция;Домодедово;;;;;13.10.2022 12:20;2022-10-13
527;4685;27.0;;служил;Армения;Пулково;2014-2015;;;;13.10.2022 12:40;2022-10-13
528;4713;22.0;отказ от военкомата;служил;ОАЭ;Внуково;;Нижегородская область;;1;12.10.2022 19:40;2022-10-12
529;4716;27.0;;водитель, морская пехота;Казахстан;Внуково;;;А;;12.10.2022 20:10;2022-10-12
530;4716;21.0;;не служил, приписное;Азербайджан;Шереметьево;;;А;;13.10.2022 20:10;2022-10-13
531;4717;31.0;отказ от военкомата;врач, рядовой запаса, не служил;Узбекистан;Домодедово;женщина;Переславль-Залесский, Ярославская область;;;13.10.2022 20:20;2022-10-13
532;4721;25.0;отказ от военкомата;военная кафедра, офицер;Армения;Нижний Новгород;;;;;12.10.2022 21:00;2022-10-12
533;4735;31.0;отказ от военкомата;100182А, командир стрелкового отделения, сержант;Турция;Шереметьево;2011-2012;;А1;;12.10.2022 23:00;2022-10-12
534;4736;29.0;отказ от военкомата;военная кафедра;Сербия;Пулково;;;;;13.10.2022 23:10;2022-10-13
535;4739;NULL;отказ от военкомата;служил;;Домодедово;;;А1;;12.10.2022 23:40;2022-10-12
536;4746;30.0;;военная кафедра;Киргизия;Домодедово;;;;;29.09.2022 9:50;2022-09-29
537;4746;30.0;;военная кафедра;Армения;Пулково;;;;;06.10.2022 9:50;2022-10-06
538;4746;30.0;отказ от военкомата;военная кафедра;Казахстан;Исилькуль;;;;;08.10.2022 9:50;2022-10-08
539;4759;32.0;отказ от военкомата;служил;Турция;Баландино;;;;;14.10.2022 12:30;2022-10-14
540;4767;NULL;;стрелок;Турция;Внуково;;;Б3;;12.10.2022 2:50;2022-10-12
541;4790;22.0;;служил;Казахстан;Шереметьево;2019-2020;;;;14.10.2022 17:40;2022-10-14
542;4807;30.0;отказ от военкомата;электрик;;Внуково;;Нижний Новгород;Б4;;14.10.2022 20:45;2022-10-14
543;4815;57.0;отказ от военкомата;военная кафедра, офицер запаса;Турция;Шереметьево;;;;;14.10.2022 21:25;2022-10-14
544;4825;38.0;отказ от военкомата;471101, эксплуатация и  ремонт конструкций, двигателей и стартового оборудования корабельных комплексов крылатых ракет, военная кафедр;Турция;Пулково;;Выборг, Ленинградская область;;;14.10.2022 22:15;2022-10-14
545;4837;28.0;;командир стрелкового отделения, младший сержант;Киргизия;Красноярск;;;;;26.09.2022 23:15;2022-09-26
546;4837;28.0;;командир стрелкового отделения, младший сержант;Казахстан;;;;;;27.09.2022 23:15;2022-09-27
547;4852;38.0;отказ от военкомата;военная кафедра, офицер запаса, врач;Казахстан;Внуково;;Держинск, Иркутская область;;;15.10.2022 10:20;2022-10-15
548;4878;26.0;отказ от военкомата;999000, не служил;Армения;Домодедово;;Санкт-Петербург;В;;14.10.2022 14:40;2022-10-14
549;4921;25.0;отказ от военкомата;военная кафедра;Казахстан;Жуковский;;;А;;15.10.2022 21:50;2022-10-15
550;4923;31.0;;служил;Казахстан;Жуковский;;;;;15.10.2022 22:10;2022-10-15
551;4925;49.0;отказ от военкомата;военная кафедра, морская радиолокация;Армения;Минеральные Воды;;;;;15.10.2022 22:30;2022-10-15
552;4931;26.0;отказ от военкомата;служил, рядовой;Таджикистан;Пулково;2014-2015;Санкт-Петербург;;;29.09.2022 23:30;2022-09-29
553;4941;29.0;отказ от военкомата;стрелок;Турция;Домодедово;2013-2014;Ивановская область;А1;;16.10.2022 10:20;2022-10-16
554;4943;47.0;отказ от военкомата;310101, офицер;Турция;Шереметьево;;;;;13.10.2022 10:40;2022-10-13
555;4946;29.0;отказ от военкомата;связист;Узбекистан;Внуково;;;Б4;;01.10.2022 11:10;2022-10-01
556;4954;31.0;;техник фотографии и фотооборудования, младший сержант;Казахстан;Внуково;;Московская область;А1;;16.10.2022 12:20;2022-10-16
557;4959;23.0;отказ от военкомата;артиллерия;Казахстан;Жуковский;;;А1;;16.10.2022 13:10;2022-10-16
558;4960;28.0;отсутсвие визы принимающей страны;кодировщик;;Пулково;;;А1;;16.10.2022 13:20;2022-10-16
559;4963;28.0;;сапёр, инженерные войска;ОАЭ;Шереметьево;;;А;;15.10.2022 13:50;2022-10-15
560;4963;23.0;отказ от военкомата;не служил, приписное;Казахстан;Внуково;;Ивантеевка, Московская область;;;15.10.2022 13:50;2022-10-15
561;4964;NULL;отказ от военкомата;служил;Бахрейн;Домодедово;2010-2011;Курск, Курская область;;;15.10.2022 14:00;2022-10-15
562;4968;27.0;;инструктор физ. подготовки;Казахстан;Бугристое;2015-2016;Фрунзенский район, Санкт-Петербург;А1;;25.09.2022 14:40;2022-09-25
563;4968;27.0;отказ от военкомата;инструктор физ. подготовки;Беларусь;Новосокольники;2015-2016;Фрунзенский район, Санкт-Петербург;А1;;16.10.2022 14:40;2022-10-16
564;4977;33.0;;420, связист коротковолновой радиостанции;Киргизия;;;Кострома, Костромская область;;;16.10.2022 16:00;2022-10-16
565;4986;33.0;долг;служил, рядовой;Грузия (Абхазия);Адлер;;;А1;;22.09.2022 17:30;2022-09-22
566;4989;NULL;отказ во въезде;;Швейцария;Анталья;;;;;16.10.2022 10:00;2022-10-16
567;5006;NULL;отказ от военкомата;СпН;Беларусь;Лобок;;Псковская область;;;12.10.2022 20:50;2022-10-12
568;5013;26.0;отказ от военкомата;командир ГСАО;Турция;Домодедово;;Ростов-на-Дону, Ростовская область;А;;16.10.2022 14:26;2022-10-16
569;5020;27.0;отказ от военкомата;инструктор физ. подготовки;Казахстан;;2017-2018;;А1;;05.10.2022 23:10;2022-10-05
570;5020;27.0;отказ от военкомата;инструктор физ. подготовки;Беларусь;Новосокольники;2017-2018;;А1;;09.10.2022 23:10;2022-10-09
571;5035;26.0;отказ от военкомата;служил;Турция;Домодедово;;;;;17.10.2022 10:40;2022-10-17
572;5081;25.0;отказ от военкомата;служил;Армения;Внуково;;;Б3;;17.10.2022 19:01;2022-10-17
573;5085;33.0;отказ от военкомата;служил;Египет;Шереметьево;;;;;14.10.2022 19:40;2022-10-14
574;5098;NULL;;служил;Турция;Пулково;;;;;17.10.2022 21:50;2022-10-17
575;5104;29.0;;528, младший сержант;Казахстан;Жуковский;;;Б3;1;17.10.2022 8:50;2022-10-17
576;5110;30.0;;санитарный инструктор;Шри-Ланка;Шереметьево;2014-2015;Васильеостровский, Санкт-Петербург;;;17.10.2022 23:50;2022-10-17
577;5133;40.0;отказ от военкомата;военная кафедра;Турция;Пулково;;Кировск, Ленинградская область;;;26.09.2022 13:40;2022-09-26
578;5146;38.0;отказ от военкомата;военная кафедра;Тайланд;Пулково;;Выборг, Ленинградская область;;;14.10.2022 15:50;2022-10-14
579;5159;29.0;отказ от военкомата;командир танка, наводчик;Турция;Внуково;;;;;18.10.2022 17:50;2022-10-18
580;5162;NULL;;механик-водитель;Турция;Шереметьево;2014-2015;Московская область;Б;;18.10.2022 18:20;2022-10-18
581;5181;31.0;отказ во въезде;100, мобилизационное предписание;Польша;Мамоново-2;;;Б3;;12.10.2022 22:10;2022-10-12
582;5185;31.0;отказ от военкомата;разведчик;Казахстан;Пулково;2013-2014;;А1;;13.10.2022 22:50;2022-10-13
583;5189;NULL;отказ от военкомата;военная кафедра;Беларусь;Новосокольники;;Всеволожск, Ленинградская область;;;15.10.2022 23:31;2022-10-15
584;5195;NULL;отсутсвие визы принимающей страны;106, военная кафедра;Иран;Шереметьево;;;;;25.09.2022 10:05;2022-09-25
585;5195;NULL;отказ от военкомата;106, военная кафедра;Турция;Внуково;;;;;25.09.2022 10:05;2022-09-25
586;5195;NULL;отказ от военкомата;106, военная кафедра;Казахстан;Теплое;;;;;27.09.2022 10:05;2022-09-27
587;5195;NULL;отказ от военкомата;106, военная кафедра;Казахстан;Петухово;;;;;29.09.2022 10:05;2022-09-29
588;5204;29.0;отказ от военкомата;военная кафедра;ОАЭ;Минеральные Воды;;;Б;;27.09.2022 11:20;2022-09-27
589;5245;NULL;;ПВО, военная кафедра, офицер;Египет;Пулково;;Смоленская область;;;19.10.2022 17:50;2022-10-19
590;5257;27.0;;;Сербия;Сочи;;Республика Удмуртия;А;;18.10.2022 20:01;2022-10-18
591;5262;26.0;отказ от военкомата;вдв;Казахстан;Исилькуль;;;А2;;19.10.2022 20:50;2022-10-19
592;5265;28.0;отказ от военкомата;659079;Турция;Шереметьево;;Орловская область;А;;03.10.2022 21:40;2022-10-03
593;5292;NULL;;100, ВВ;Египет;Домодедово;2013-2014;Липецкая область;;;20.10.2022 13:31;2022-10-20
594;5297;28.0;отказ от военкомата;служил;Армения;Внуково;;;А;;20.10.2022 14:45;2022-10-20
595;5321;28.0;отказ от военкомата;артиллерист, водитель-механик;Казахстан;Кольцово;2011-2012;Выборг, Ленинградская область;А1;;20.10.2022 20:45;2022-10-20
596;5325;27.0;отказ от военкомата;разведчик, СпН;Турция;Домодедово;;;;;20.10.2022 21:45;2022-10-20
597;5329;NULL;отказ от военкомата;служил;Армения;Волгоград;2016-2017;;;;20.10.2022 22:45;2022-10-20
598;5330;30.0;отказ от военкомата;автомобильные войска;Турция;Внуково;2011-2012;;;;17.10.2022 23:01;2022-10-17
599;5342;34.0;;служил;Казахстан;;;;;;14.10.2022 12:00;2022-10-14
600;5343;25.0;отказ в выезде иностранным государством;мотострелок, младший сержант;Казахстан;Минск;;;;;20.10.2022 12:15;2022-10-20
601;5362;NULL;;служил;;Шереметьево;;;;;09.10.2022 16:45;2022-10-09
602;5363;NULL;;старший оператор связи;Казахстан;Кольцово;;;;;21.10.2022 17:00;2022-10-21
603;5365;26.0;отказ от военкомата;командир БТР, сержант;Беларусь;Пулково;;;А1;;20.10.2022 10:30;2022-10-20
604;5371;23.0;отказ от военкомата;стрелок;ОАЭ;Домодедово;2017-2018;;;;01.10.2022 19:15;2022-10-01
605;5371;23.0;отказ от военкомата;стрелок;Беларусь;;2017-2018;;;;18.10.2022 19:15;2022-10-18
606;5371;39.0;отказ от военкомата;473001, военная кафедра;Грузия (Абхазия);Адлер;2017-2018;Барнаул, Алтайский край;;;30.09.2022 19:15;2022-09-30
607;5371;39.0;отказ от военкомата;473001, военная кафедра;Грузия (Абхазия);Адлер;2017-2018;Барнаул, Алтайский край;;;21.10.2022 19:15;2022-10-21
608;5376;32.0;;служил;Узбекистан;Пулково;;Красносельский, Санкт-Петербург;;;19.10.2022 20:30;2022-10-19
609;5379;25.0;отказ от военкомата;485, военная почта, военная кафедра, сержант запаса;;Жуковский;;Таганрог, Ростовская область;А1;1;17.10.2022 21:15;2022-10-17
610;5379;25.0;отказ в выезде иностранным государством;485, военная почта, военная кафедра, сержант запаса;Турция;Минск;;Таганрог, Ростовская область;А1;1;21.10.2022 21:15;2022-10-21
611;5379;28.0;;служил;Монголия;Кяхта;;;;;21.10.2022 21:15;2022-10-21
612;5381;26.0;;стрелок;Грузия (Абхазия);Адлер;;;;;21.10.2022 21:45;2022-10-21
613;5384;NULL;;;Казахстан;Орск;;;;;26.09.2022 23:15;2022-09-26
614;5385;29.0;;087, водитель-механик;Казахстан;Караозек;;;А1;;29.09.2022 23:20;2022-09-29
615;5391;44.0;отказ от военкомата;не служил;Армения;Домодедово;;;;;21.10.2022 23:50;2022-10-21
616;5415;NULL;отказ от военкомата;стрелок;Казахстан;;;;А1;;03.10.2022 14:20;2022-10-03
617;5430;34.0;;мотострелок;Израиль;Домодедово;2009-2010;;А;;29.09.2022 16:40;2022-09-29
618;5437;27.0;отказ в выезде иностранным государством;служил;Турция;Минск;;;;;21.10.2022 17:50;2022-10-21
619;5447;30.0;отказ в выезде иностранным государством;не служил;Грузия;Минск;;;Б;;22.10.2022 19:30;2022-10-22
620;5447;31.0;отказ в выезде иностранным государством;не служил;Грузия;Минск;;;Б;;22.10.2022 19:30;2022-10-22
621;5452;35.0;отказ от военкомата;писарь;Армения;Пулково;2009-2010;;А;;22.10.2022 20:20;2022-10-22
622;5455;NULL;отказ в выезде иностранным государством;107;Турция;Минск;;;А;;22.10.2022 15:50;2022-10-22
623;5467;29.0;отказ от военкомата;военная кафедра;;Пулково;;Всеволожск, Ленинградская область;;;27.09.2022 22:50;2022-09-27
624;5467;29.0;отказ от военкомата;военная кафедра;;Пулково;;Всеволожск, Ленинградская область;;;19.10.2022 22:50;2022-10-19
625;5469;23.0;;служил;Казахстан;;;;;;22.10.2022 23:10;2022-10-22
626;5470;30.0;отказ в выезде иностранным государством;служил;Турция;Минск;;;;;22.10.2022 23:20;2022-10-22
627;5472;23.0;;радиотелеграфист;Казахстан;;;;А1;;22.10.2022 23:40;2022-10-22
628;5473;32.0;отказ от военкомата;связист;Казахстан;Шереметьево;;;Б1;;15.10.2022 23:50;2022-10-15
629;5473;NULL;отказ от военкомата;военная кафедра;Казахстан;Внуково;;;;;19.10.2022 23:50;2022-10-19
630;5473;NULL;отказ в выезде иностранным государством;военная кафедра;Казахстан;Минск;;;;;22.10.2022 23:50;2022-10-22
631;5480;32.0;отказ в выезде иностранным государством;837;Турция;Минск;;Белгород, Белгородская область;;1;22.10.2022 11:20;2022-10-22
632;5481;NULL;отказ от военкомата;;;Шереметьево;;;;;18.10.2022 11:30;2022-10-18
633;5490;29.0;отказ от военкомата;стрелок;ОАЭ;Домодедово;;Санкт-Петербург;;;15.10.2022 12:50;2022-10-15
634;5490;29.0;отказ в выезде иностранным государством;стрелок;;Минск;;Санкт-Петербург;;;23.10.2022 12:50;2022-10-23
635;5494;NULL;;водитель;Сербия;Пулково;;Курская область;;;23.10.2022 13:30;2022-10-23
636;5496;26.0;отказ в выезде иностранным государством;старший оператор радиоперехвата;Казахстан;Минск;;Санкт-Петербург;Б;;22.10.2022 13:50;2022-10-22
637;5498;27.0;отказ от военкомата;служил;Казахстан;Пулково;;;;;23.10.2022 14:10;2022-10-23
638;5529;50.0;;военная кафедра, офицер запаса;;;;;;;23.10.2022 19:20;2022-10-23
639;5533;27.0;отказ от военкомата;не служил;Турция;Пулково;;;В;;23.10.2022 20:02;2022-10-23
640;5537;23.0;отказ от военкомата;837037, водитель-электрик;ОАЭ;Внуково;2019-2020;;Б3;;23.10.2022 20:40;2022-10-23
641;5544;27.0;;военная кафедра;;;;Архангельская область;А;;25.09.2022 21:40;2022-09-25
642;5555;46.0;отказ в выезде иностранным государством;военная кафедра;Турция;Минск;;;;;23.10.2022 23:20;2022-10-23
643;5560;29.0;;военная кафедра;Казахстан;Петухово;;;А;;26.09.2022 23:55;2022-09-26
644;5563;42.0;отказ в выезде иностранным государством;офицер запаса;Армения;Минск;;;;;23.10.2022 9:40;2022-10-23
645;5576;27.0;отказ в выезде иностранным государством;служил;Грузия;Минск;;;А;;23.10.2022 11:50;2022-10-23
646;5593;32.0;отказ от военкомата;;Казахстан;Светлый;;;Б4;1;27.09.2022 15:30;2022-09-27
647;5593;32.0;отказ от военкомата;;Казахстан;Светлый;;;Б4;1;28.09.2022 15:30;2022-09-28
648;5596;NULL;отказ в выезде иностранным государством;ракетчик;;Минск;;;;;23.10.2022 16:00;2022-10-23
649;5607;NULL;отказ в выезде иностранным государством;служил, контрактник;;Минск;;;;;24.10.2022 18:30;2022-10-24
650;5611;33.0;отказ от военкомата;связист, военная кафедра, офицер;Армения;Пулково;;Выборг, Ленинградская область;;;22.10.2022 19:20;2022-10-22
651;5613;24.0;;служил;Казахстан;;;;А1;;27.09.2022 20:20;2022-09-27
652;5619;26.0;отказ от военкомата;связист;;;;Воронеж, Воронежская область;А1;;23.10.2022 21:25;2022-10-23
653;5629;28.0;;не служил;Турция;;;Альметьевск, Республика Татарстан;;;23.10.2022 11:01;2022-10-23
654;5630;44.0;отказ от военкомата;не служил;;Домодедово;;;;;23.10.2022 11:10;2022-10-23
655;5630;NULL;;;ОАЭ;Внуково;;;;;25.10.2022 11:10;2022-10-25
656;5642;32.0;отказ от военкомата;военная кафедра, офицер запаса, вус автомобильная;ОАЭ;Внуково;;Санкт-Петербург;;;23.10.2022 13:10;2022-10-23
657;5642;32.0;отказ в выезде иностранным государством;военная кафедра, офицер запаса, вус автомобильная;Азербайджан;Минск;;Санкт-Петербург;;;24.10.2022 13:10;2022-10-24
658;5667;NULL;отказ от военкомата;военная кафедра, фпс, солдат;Турция;Сочи;;;Б;;25.10.2022 19:40;2022-10-25
659;5678;30.0;отказ от военкомата;старший мастер;Казахстан;Комсомольское;;Москва;;;29.09.2022 21:30;2022-09-29
660;5678;30.0;отказ от военкомата;старший мастер;Казахстан;Петухово;;Москва;;;02.10.2022 21:30;2022-10-02
661;5678;34.0;отказ от военкомата;командир отделения, снайпер;Казахстан;Петухово;;Москва;;;02.10.2022 21:30;2022-10-02
662;5678;34.0;отказ от военкомата;командир отделения, снайпер;Казахстан;Комсомольское;;Москва;;;29.09.2022 21:30;2022-09-29
663;5680;NULL;;не служил;Таджикистан;Красноярск;;Санкт-Петербург;В;;29.09.2022 21:50;2022-09-29
664;5689;44.0;;военная кафедра;Турция;Шереметьево;;;;1;22.10.2022 23:20;2022-10-22
665;5701;NULL;отказ от военкомата;оператор ЭВМ;Армения;Шереметьево;2017-2018;;А;;02.10.2022 11:16;2022-10-02
666;5701;NULL;отказ в выезде иностранным государством;оператор ЭВМ;Грузия;Минск;2017-2018;;А;;26.10.2022 11:16;2022-10-26
667;5705;26.0;отказ от военкомата;вдв, сержант;Шри-Ланка;Внуково;;;А;;23.10.2022 12:10;2022-10-23
668;5705;26.0;отказ от военкомата;вдв, сержант;Турция;Пулково;;;А;;26.10.2022 12:10;2022-10-26
669;5709;26.0;отказ от военкомата;телефонист кабельных путей;Узбекистан;Новосибирск;;Выборг, Ленинградская область;А1;;26.09.2022 12:50;2022-09-26
670;5709;26.0;отказ в выезде иностранным государством;телефонист кабельных путей;Турция;Минск;;Выборг, Ленинградская область;А1;;26.10.2022 12:50;2022-10-26
671;5730;22.0;;служил;Грузия;Верхний Ларс;2020-2021;;А1;;26.10.2022 17:00;2022-10-26
672;5733;31.0;отказ от военкомата;служил;Беларусь;;;;;;26.10.2022 17:30;2022-10-26
673;5740;36.0;отказ от военкомата;служил;Китай;Пулково;;;;;26.10.2022 22:00;2022-10-26
674;5747;29.0;отказ от военкомата;служил;Куба;Шереметьево;;;;;25.10.2022 2:40;2022-10-25
675;5766;NULL;отказ в выезде иностранным государством;168, разведчик сапёр;Турция;Минск;2020-2021;Ульяновск, Ульяновская область;;;27.10.2022 14:30;2022-10-27
676;5775;NULL;отказ от военкомата;служил;Казахстан;Тюмень;;;А1;;22.10.2022 16:00;2022-10-22
677;5777;27.0;;наводчик-оператор Т-72Б3, мл. сержант, заместитель командира взвода, командир отделения;Узбекистан;Домодедово;;Ульяновская область;А1;;01.10.2022 16:20;2022-10-01
678;5787;28.0;отказ от военкомата;разведчик воинских частей специального назначения, разведчик-снайпер, ГРУ;Турция;Внуково;2016-2017;;;;26.10.2022 4:40;2022-10-26
679;5829;NULL;отказ в выезде иностранным государством;;Грузия;Минск;;;;;28.10.2022 14:50;2022-10-28
680;5849;NULL;отказ от военкомата;служил;;;2011-2012;;А;;26.10.2022 19:10;2022-10-26
681;5850;33.0;отказ от военкомата;военная кафедра, офицер запаса, железнодорожные войска;Турция;Шереметьево;;Ленинградская область;;;24.09.2022 19:20;2022-09-24
682;5850;33.0;отказ в выезде иностранным государством;военная кафедра, офицер запаса, железнодорожные войска;;Минск;;Ленинградская область;;;27.10.2022 19:20;2022-10-27
683;5881;25.0;отказ в выезде иностранным государством;служил;Казахстан;Минск;;;А;;28.10.2022 10:50;2022-10-28
684;5882;NULL;;ВМФ;Армения;Минск;;;;;28.10.2022 23:50;2022-10-28
685;5893;41.0;;военная кафедра, вус авиационный;Турция;Домодедово;;;;;09.10.2022 12:30;2022-10-09
686;5893;41.0;отказ в выезде иностранным государством;военная кафедра, вус авиационный;Турция;Минск;;;;;29.10.2022 12:30;2022-10-29
687;5896;42.0;;бухгалтер, военная кафедра;Турция;Сочи;женщина;Хабаровский край;;3;27.10.2022 13:01;2022-10-27
688;5896;42.0;отказ в выезде иностранным государством;бухгалтер, военная кафедра;Турция;Минск;женщина;Хабаровский край;;3;29.10.2022 13:01;2022-10-29
689;5904;NULL;отказ от военкомата;не служил;Узбекистан;Пулково;;Архангельск, Архангельская область;;;22.10.2022 15:10;2022-10-22
690;5904;NULL;отказ от военкомата;не служил;Узбекистан;Шереметьево;;Архангельск, Архангельская область;;;26.10.2022 15:10;2022-10-26
691;5905;28.0;отказ в выезде иностранным государством;танкист;Грузия;Минск;2011-2012;;;;27.10.2022 15:20;2022-10-27
692;5905;29.0;отказ в выезде иностранным государством;космические войска;Грузия;Минск;2011-2012;;;;27.10.2022 15:20;2022-10-27
693;5905;29.0;отказ от военкомата;космические войска;Грузия;Внуково;2011-2012;;;;29.10.2022 15:20;2022-10-29
694;5905;28.0;отказ от военкомата;танкист;Грузия;Внуково;2011-2012;;;;29.10.2022 15:20;2022-10-29
695;5918;25.0;отказ от военкомата;военная кафедра;;Домодедово;;;;;26.09.2022 17:31;2022-09-26
696;5918;25.0;отказ в выезде иностранным государством;военная кафедра;;Минск;;;;;27.10.2022 17:31;2022-10-27
697;5924;27.0;;служил;Армения;Внуково;;;А1;;05.10.2022 18:30;2022-10-05
698;5943;28.0;отказ в выезде иностранным государством;военная кафедра, вус инженерно-технический;Казахстан;Минск;;;;;29.10.2022 23:10;2022-10-29
699;5961;NULL;отказ от военкомата;служил;ОАЭ;Внуково;;Белгород, Белгородская область;;;27.09.2022 12:00;2022-09-27
