id,msg_id,case_mes_id,case_type,age,sex,cause,army_relations,vus,army_type,army_sec_type,army_other,country,kpp,yService,voenk_region,voenk_city,voenk_district,kategory_h,kategory_z,date
1972,1735,2857,success,20,М,,"не служил",,,,,Турция,Домодедово,,,,,В,,2022-09-23
1973,1751,2929,success,NULL,М,,,,,,,Армения,Шереметьево,,,,,,,2022-09-23
1974,1701,2645,success,38,М,,,,,,,Казахстан,"Другое государство",,,,,В,,2022-09-22
1975,1628,2168,success,30,М,,"прошел срочную службу",,,РВСН,,Финляндия,Торфяновка,,,,,,,2022-09-21
1976,2456,6101,success,26,М,,"прошел срочную службу",,,,,Казахстан,Мариинский,,,,,,,2022-09-27
1977,2456,6101,success,27,М,,"прошел срочную службу",,,,,Казахстан,Мариинский,,,,,,,2022-09-27
1978,2456,6101,success,34,М,,"не служил",,,,,Казахстан,Мариинский,,,,,,,2022-09-27
1979,2456,6101,success,27,М,NULL,"прошел срочную службу",NULL,NULL,NULL,NULL,Казахстан,Мариинский,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-27
1980,2200,5000,success,39,М,,"не служил",,,,"солдат запаса",Киргизия,Жуковский,,,,,,2,2022-09-25
1981,1713,2727,success,34,М,,"не служил",,,,,Таджикистан,Домодедово,,,,,В,,2022-09-22
1982,2541,6533,success,28,М,,"прошел срочную службу",,,,,Казахстан,Бугристое,,,,,Б3,,2022-09-27
1983,2541,6533,success,29,Ж,,,,,,,Казахстан,Бугристое,,,,,,,2022-09-27
1984,2561,6624,success,26,М,,"прошел срочную службу",,,,,Казахстан,Исилькуль,,,,,,,2022-09-27
1985,2561,6624,success,25,Ж,,,,,,,Казахстан,Исилькуль,,,,,,,2022-09-27
1986,1712,2721,success,26,М,,"не служил","оператор ЭВМ",,,,Таджикистан,Жуковский,,,,,,,2022-09-23
1987,1712,2721,success,26,М,,"не служил","оператор ЭВМ",,,,Таджикистан,Жуковский,,,,,,,2022-09-23
1988,1876,3541,success,22,М,,"не служил",,,,,Турция,Шереметьево,,,,,В,,2022-09-24
1989,2572,6675,success,33,М,,"прошел срочную службу",,,,,Турция,Шереметьево,,,,,,1,2022-09-27
1990,2388,5845,success,NULL,М,,,999000,,,,Армения,Внуково,,"Хабаровский край",Хабаровск,,В,,2022-09-26
1991,1727,2804,success,27,М,,"военная кафедра",,,,,Эфиопия,Домодедово,,,,,,,2022-09-23
1992,1890,3606,success,26,М,,"не служил",,,,,Грузия,"Верхний Ларс",,,,,,,2022-09-23
1993,1890,3606,success,19,М,,"не служил",,,,,Грузия,"Верхний Ларс",,,,,,,2022-09-23
1994,1890,3606,success,NULL,М,,"прошел срочную службу",,,,,Грузия,"Верхний Ларс",,,,,А,,2022-09-23
1995,1890,3606,success,NULL,М,,"прошел срочную службу",,,,,Грузия,"Верхний Ларс",,,,,А,,2022-09-23
1996,1890,3606,success,NULL,М,,"прошел срочную службу",,,,,Грузия,"Верхний Ларс",,,,,А,,2022-09-23
1997,1890,3606,success,NULL,М,,"прошел срочную службу",,,,,Грузия,"Верхний Ларс",,,,,А,,2022-09-23
1998,1890,3606,success,NULL,М,,"прошел срочную службу",,,,,Грузия,"Верхний Ларс",,,,,А,,2022-09-23
1999,1890,3606,success,21,Ж,,,,,,,Грузия,"Верхний Ларс",,,,,,,2022-09-23
2000,2526,6444,success,33,М,,"прошел срочную службу",,,,,Грузия,"Верхний Ларс",,Москва,,,Б3,,2022-09-26
2001,2526,6444,success,31,Ж,,,,,,,Грузия,"Верхний Ларс",,,,,,,2022-09-26
2002,1671,2449,success,27,М,,,,,,,Беларусь,,,,,,Б,,2022-09-22
2003,1671,2449,success,27,М,,"бывший кадровый военный",,,,"ветеран боевых действий",Беларусь,,,,,,,,2022-09-22
2004,1719,2750,success,NULL,М,,"не служил",,,,,Финляндия,Брусничное,,,,,В,,2022-09-22
2005,1719,2750,success,NULL,Ж,,,,,,,Финляндия,Брусничное,,,,,,,2022-09-22
2006,1925,3796,success,33,М,,"прошел срочную службу",радиометрист,ВМФ,,,Армения,"Минеральные Воды",,,,,,1,2022-09-24
2007,1925,3796,success,33,Ж,,,,,,,Армения,"Минеральные Воды",,,,,,,2022-09-24
2008,2605,6834,success,29,М,,,,,,,Турция,Внуково,,,,,В,,2022-09-27
2009,2605,6834,success,32,М,,,,,,,Турция,Внуково,,,,,В,,2022-09-27
2010,2605,6834,success,NULL,М,,,,,,,Турция,Внуково,,,,,В,,2022-09-27
2011,2117,4674,success,33,М,,"не служил","помощник делопроизводителя",,,,Казахстан,Петухово,,,,,В,2,2022-09-25
2012,2077,4481,success,36,М,,"военная кафедра",,,,,Грузия,"Верхний Ларс",,,,,,,2022-09-25
2013,2556,6615,success,28,Ж,,,,,,"военнообязанный, врач",Эстония,Ивангород,,,,,,,2022-09-27
2014,2321,5503,success,37,М,,"не служил",,,,,Турция,Внуково,,,,,,,2022-09-26
2015,2486,6243,success,33,М,,"не служил",,,,,Иран,Шереметьево,,,,,В,,2022-09-27
2016,2187,4963,success,39,М,,"прошел срочную службу",стрелок,,,"в запасе",ОАЭ,Казань,,,,,,1,2022-09-25
2017,1832,3306,success,NULL,М,,,,,,,,Шереметьево,,,,,,1,2022-09-24
2018,2550,6584,success,26,М,,"не служил",,,,,Казахстан,Петухово,,"Ростовская область",Ростов-на-Дону,,В,,2022-09-27
2019,2550,6584,success,27,М,,"не служил",,,,,Казахстан,Петухово,,Москва,,,В,,2022-09-27
2020,2550,6584,success,22,М,,"военная кафедра",,,,,Казахстан,Петухово,,"Краснодарский край",Сочи,,,,2022-09-27
2021,2496,6294,success,22,М,,"не служил",,,,,Турция,Шереметьево,,,,,Б,,2022-09-27
2022,1983,4077,success,26,М,,"прошел срочную службу",,,,,Армения,Пулково,,,,,А1,,2022-09-24
2023,1841,3355,success,24,М,,"военная кафедра",,,,,Киргизия,Кольцово,,,,,,,2022-09-24
2024,1765,2987,success,34,М,,,,,,,Казахстан,Бугристое,,,,,В,,2022-09-23
2025,1765,2987,success,32,Ж,,,,,,,Казахстан,Бугристое,,,,,,,2022-09-23
2026,1648,2316,success,29,М,,"не служил",,,,,Казахстан,Кулунда,,,,,,,2022-09-22
2027,2873,8128,success,35,М,,"прошел срочную службу",,,,спецназ,Грузия,"Верхний Ларс",,,,,,,2022-09-28
2028,2873,8128,success,32,М,,"прошел срочную службу",,,,танкист,Грузия,"Верхний Ларс",,,,,,,2022-09-28
2029,2865,8092,success,NULL,М,,"прошел срочную службу",,,,,Казахстан,Казанское,,,,,А1,,2022-09-27
2030,2865,8092,success,NULL,М,,"прошел срочную службу",,,,,Казахстан,Казанское,,,,,Б,,2022-09-27
2031,2865,8092,success,NULL,М,,,,,,,Казахстан,Казанское,,,,,,,2022-09-27
2032,2865,8092,success,NULL,М,,,,,,,Казахстан,Казанское,,,,,,,2022-09-27
2033,2812,7812,success,34,М,,"не служил",,,,,Узбекистан,Жуковский,,,,,В,,2022-09-28
2034,2812,7812,success,34,М,,"не служил",,,,,Узбекистан,Жуковский,,,,,В,,2022-09-28
2035,2337,5605,success,27,М,,"не служил",,,,,Казахстан,Сагарчин,,,,,В,,2022-09-26
2036,2337,5605,success,33,М,,"не служил",,,,,Казахстан,Сагарчин,,,,,В,,2022-09-26
2037,2337,5605,success,27,Ж,,,,,,,Казахстан,Сагарчин,,,,,,,2022-09-26
2038,1643,2272,success,28,М,,"прошел срочную службу",,,,,Финляндия,,,,,,,,2022-09-22
2039,2998,8622,success,27,М,,"прошел срочную службу",,,,,Казахстан,,,,,,,1,2022-09-28
2040,1716,2741,success,34,М,,,,,,военнообязанный,Казахстан,,,,,,,1,2022-09-23
2041,1634,2194,success,33,М,,,,,,"офицер запаса",Турция,Домодедово,,,,,,,2022-09-22
2042,2606,6843,success,NULL,М,,,,,,,Беларусь,Смоленск,,,,,,,2022-09-25
2043,1598,1984,success,80,М,,,,,,,Финляндия,,,,,,,,2022-09-21
2044,1598,1984,success,78,Ж,,,,,,,Финляндия,,,,,,,,2022-09-21
2045,1776,3046,success,31,М,,"бывший кадровый военный",радист,,,"офицер запаса, лейтенант",Армения,Кольцово,,,,,,,2022-09-22
2046,1639,2232,success,20,М,,"не служил",,,,,Беларусь,Пулково,,,,,,,2022-09-22
2047,3016,8699,success,25,М,,"не служил",,,,,Азербайджан,Домодедово,,,,,В,,2022-09-28
2048,1870,3517,success,25,М,,,,,,,Беларусь,Пулково,,,,,В,,2022-09-24
2049,2718,7345,success,33,М,,"не служил",,,,,Казахстан,Петухово,,,,,В,,2022-09-27
2050,1684,2533,success,27,М,,"не служил",,,,,Армения,Внуково,,,,,В,,2022-09-22
2051,1684,2533,success,27,Ж,,,,,,,Армения,Внуково,,,,,,,2022-09-22
2052,1684,2533,success,77,Ж,,,,,,,Армения,Внуково,,,,,,,2022-09-22
2053,2324,5523,success,34,М,,"прошел срочную службу",,,,,Казахстан,Бугристое,,,,,,1,2022-09-26
2054,2862,8076,success,32,М,,"не служил",,,,,Казахстан,Орск,,,,,Б,,2022-09-27
2055,2862,8076,success,32,М,,"не служил",,,,,Казахстан,Орск,,,,,,,2022-09-27
2056,2862,8076,success,25,М,,"не служил",,,,,Казахстан,Орск,,,,,В,,2022-09-27
2057,2367,5764,success,35,М,,"не служил",,,,,Грузия,"Верхний Ларс",,,,,Б,,2022-09-26
2058,2367,5764,success,33,Ж,,,,,,,Грузия,"Верхний Ларс",,,,,,,2022-09-26
2059,2855,8041,success,43,М,,"военная кафедра",,,,,Турция,Сочи,,"Московская область",,,,,2022-09-28
2060,2712,7311,success,30,М,,"не служил",,,,"ВУС - ЖД",Казахстан,Внуково,,"Саратовская область",,,В,,2022-09-27
2061,2639,6988,success,34,М,,"не служил",,,,,Казахстан,Петухово,,,,,,,2022-09-27
2062,2639,6988,success,25,М,,"не служил",,,,,Казахстан,Петухово,,,,,,,2022-09-27
2063,1651,2330,success,32,М,,"не служил","оператор ЭВМ",,,,Армения,Внуково,,,,,,,2022-09-22
2064,1526,1840,success,21,М,,"не служил",,,,,Финляндия,Брусничное,,,,,,,2022-09-21
2065,2109,4646,success,20,М,,"не служил",,,,,Таджикистан,Пулково,,,,,В,,2022-09-25
2066,3246,9644,success,28,М,,"прошел срочную службу",,ВМФ,,,,Домодедово,,,,,А1,,2022-09-29
2067,2667,7101,success,30,М,,"не служил",,,,,Таджикистан,Жуковский,,,,,В,,2022-09-26
2068,3213,9512,success,NULL,М,,"бывший кадровый военный",403,,,,Казахстан,Воскресенское,,,,,Б2,,2022-09-27
2069,3213,9512,success,NULL,Ж,,,,,,,Казахстан,Воскресенское,,,,,,,2022-09-27
2070,2020,4235,success,33,М,,"военная кафедра",,,,,Финляндия,Торфяновка,,,,,,,2022-09-24
2071,1692,2575,success,NULL,Ж,,,,,,,Киргизия,Кольцово,,,,,,,2022-09-22
2072,1692,2575,success,31,М,,"не служил",,,,,Киргизия,Кольцово,,,,,В,,2022-09-22
2073,1870,3513,success,38,М,,"бывший кадровый военный",,,,"офицер запаса",Египет,Внуково,,,,,,1,2022-09-24
2074,1643,2270,success,31,М,,"не служил",,,,,Турция,Сочи,,,,,В,,2022-09-22
2075,1643,2270,success,32,Ж,,,,,,,Турция,Сочи,,,,,,,2022-09-22
2076,3471,10585,success,45,М,,"прошел срочную службу",механик-водитель,,,,Беларусь,Смоленск,,,,,,1,2022-09-27
2077,2528,6451,success,25,М,,"не служил",,,,,Армения,Пулково,,,,,В,,2022-09-27
2078,1873,1826,success,28,М,,"не служил",,,,,Казахстан,Исилькуль,,,,,В,,2022-09-24
2079,3369,10128,success,28,М,,"прошел срочную службу",разведчик,,,,Египет,Шереметьево,,"Московская область",,,А,,2022-09-30
2080,1907,3694,success,30,М,,"не служил",,,,,Турция,Сочи,,,,,,2,2022-09-23
2081,1907,3694,success,NULL,Ж,,,,,,,Турция,Сочи,,,,,,,2022-09-23
2082,1989,4105,success,27,М,,"не служил",,,,,Казахстан,Петухово,,,,,,,2022-09-24
2083,2465,6147,success,49,М,,"не служил",,,,,Узбекистан,Домодедово,,,,,,1,2022-09-26
2084,2328,5541,success,35,М,,,,,,,,Внуково,,,,,В,,2022-09-26
2085,1853,3414,success,31,М,,"не служил",,,,,Армения,Домодедово,,,,,,2,2022-09-24
2086,3135,9204,success,27,М,,"не служил",,,,,Киргизия,Толмачево,,,,,В,,2022-09-29
2087,2568,6655,success,33,М,,"не служил",,,,,Казахстан,Веселоярск,,,,,В,,2022-09-27
2088,3628,11314,success,26,М,,"не служил",,,,,Армения,Сочи,,,,,,,2022-10-01
2089,1642,2257,success,NULL,М,,"не служил",,,,,Армения,Внуково,,,,,,,2022-09-22
2090,2799,7735,success,32,М,,"не служил",,,,,Армения,Домодедово,,,,,В,,2022-09-28
2091,2799,7735,success,29,М,,"не служил",,,,,Армения,Домодедово,,,,,В,,2022-09-28
2092,2429,6000,success,32,М,,"военная кафедра",,,,,Казахстан,Бугристое,,"Свердловская область",Екатеринбург,,,,2022-09-27
2093,2429,6000,success,32,М,,"военная кафедра",,,,,Казахстан,Бугристое,,"Челябинская область",Снежинск,,,,2022-09-27
2094,0,0,success,24,М,NULL,"прошел срочную службу",662997А,СВ,МСВ,"солдат запаса, рядовой",Казахстан,Сагарчин,2019-2022,"Московская область",Балашиха,NULL,А,1,2022-09-23
2095,2267,5248,success,27,М,,"военная кафедра",,,,"солдат запаса, рядовой",Казахстан,Петухово,,"Московская область",,,,,2022-09-26
2096,2267,5248,success,29,Ж,,,,,,,Казахстан,Петухово,,,,,,,2022-09-26
2097,2181,4930,success,25,М,,,,,,,Казахстан,Маштаково,,,,,В,,2022-09-25
2098,2181,4930,success,22,М,,"не служил",,,,,Казахстан,Маштаково,,,,,,,2022-09-25
2099,2181,4930,success,21,М,,"военная кафедра",,,,,Казахстан,Маштаково,,,,,,,2022-09-25
2100,3722,11815,success,37,М,,"не служил",,,,,Турция,Внуково,,,,,,,2022-10-02
2101,1634,2192,success,29,М,,"военная кафедра",,,,,Киргизия,Кольцово,,,,,,,2022-09-22
2102,3082,8957,success,34,М,,,,,,,Таджикистан,Жуковский,,Москва,,,В,,2022-09-28
2103,2635,6976,success,NULL,М,,"военная кафедра",,,,"ВУС - ракетчик",Таджикистан,Домодедово,,,,,А1,2,2022-09-27
2104,3413,10362,success,26,М,,"прошел срочную службу",,,,,Казахстан,Воскресенское,,"Республика Татарстан",Казань,,,,2022-09-27
2105,3413,10362,success,35,М,,"прошел срочную службу",,,,,Казахстан,Воскресенское,,"Смоленская область",,,,,2022-09-27
2106,1848,3397,success,40,М,,"военная кафедра",,,,,Казахстан,Аксарайский,,,,,А,,2022-09-24
2107,1848,3397,success,40,М,,"военная кафедра",,,,,Казахстан,Аксарайский,,,,,А,,2022-09-24
2108,2630,6947,success,25,М,,,,,,"не служил",Азербайджан,Шереметьево,,,,,,,2022-09-27
2109,3632,11337,success,42,М,,"не служил",стрелок,,,"проходил АГС в Кыргызстане",Киргизия,Пулково,,,,,,,2022-10-01
2110,3057,8858,success,NULL,М,,,,,,,Иран,Шереметьево,,,,,,,2022-09-28
2111,3057,8858,success,NULL,Ж,,,,,,,Иран,Шереметьево,,,,,,,2022-09-28
2112,3150,9262,success,24,М,,"военная кафедра",,,,,Казахстан,Петухово,,"Краснодарский край",Новороссийск,,,,2022-09-28
2113,3150,9262,success,24,М,,"не служил",,,,,Казахстан,Петухово,,"Ростовская область",Ростов-на-Дону,,,,2022-09-28
2114,3150,9262,success,NULL,Ж,,"не служил",,,,,Казахстан,Петухово,,,,,,,2022-09-28
2115,3150,9262,success,NULL,Ж,,"не служил",,,,,Казахстан,Петухово,,,,,,,2022-09-28
2116,2212,5042,success,32,М,,"не служил",,,,,Узбекистан,Курумоч,,,,,В,,2022-09-25
2117,3109,9067,success,30,М,,"прошел срочную службу",,,,"служил в горячей точке",Казахстан,Петухово,,,,,А,,2022-09-29
2118,3109,9067,success,31,М,,"прошел срочную службу",,,,"служил в горячей точке",Казахстан,Петухово,,,,,А,,2022-09-29
2119,3109,9067,success,32,М,,"прошел срочную службу",,,,"служил в горячей точке",Казахстан,Петухово,,,,,А,,2022-09-29
2120,2219,5067,success,42,М,,"не служил",,,,,Финляндия,Брусничное,,Москва,,,В,2,2022-09-25
2121,3180,9385,success,24,М,,"прошел срочную службу",спортсмен,,,спортрота,Турция,Сочи,,,,,Б3,,2022-09-29
2122,1794,3119,success,27,М,,"не служил",,,,,Казахстан,Петухово,,,,,В,2,2022-09-23
2123,1983,4076,success,42,М,,,,,,,Азербайджан,Внуково,,,,,,,2022-09-24
2124,2536,6500,success,NULL,,,,,,,,Беларусь,Смоленск,,,,,,,2022-09-27
2125,3769,12051,success,32,М,,"не служил","оператор ЭВМ",,,,Египет,Внуково,,"Алтайский край",,,В,,2022-10-02
2126,1704,2663,success,NULL,М,,"не служил",,,,,Киргизия,Шереметьево,,,,,В,,2022-09-22
2127,2846,7990,success,NULL,,,,,,,,Киргизия,Кольцово,,"Московская область",,,,,2022-09-27
2128,3944,12885,success,45,М,,"не служил",,,,,Эфиопия,Домодедово,,,,,,,2022-10-04
2129,3807,12216,success,25,М,,"прошел срочную службу","командир стрелкового отделения",,,"солдат запаса, сержант",Турция,Шереметьево,,Санкт-Петербург,,"Калининский район",А1,1,2022-10-03
2130,3807,12216,success,NULL,Ж,,,,,,,Турция,Шереметьево,,,,,,,2022-10-03
2131,2698,7252,success,42,М,,"не служил",,,,,Азербайджан,Шереметьево,,,,,,,2022-09-27
2132,2353,5687,success,25,М,,,999,,,,Казахстан,Исилькуль,,"Новосибирская область",Новосибирск,,В,,2022-09-26
2133,2353,5687,success,25,М,,,999,,,,Казахстан,Исилькуль,,"Новосибирская область",Новосибирск,,В,,2022-09-26
2134,2353,5687,success,25,М,,"не служил",,,,,Казахстан,Исилькуль,,"Новосибирская область",Новосибирск,,,,2022-09-26
2135,1912,3730,success,29,М,,"не служил",,,,,Узбекистан,Домодедово,,,,,В,,2022-09-23
2136,2551,6588,success,32,М,,"не служил",,,,,Армения,Сочи,,,,,В,,2022-09-27
2137,2795,7709,success,NULL,М,,"прошел срочную службу",,,,,Армения,Сочи,,"Ростовская область",Ростов-на-Дону,,,,2022-09-28
2138,2795,7709,success,NULL,М,,"военная кафедра",,,,мотострелок,Армения,Сочи,,"Ростовская область",Ростов-на-Дону,,,,2022-09-28
2139,3898,12694,success,27,М,,,,,,,Казахстан,Петухово,,,,,В,,2022-10-04
2140,2872,8124,success,26,М,,"военная кафедра",,,,"офицер запаса, лейтенант, ВУС - разведка",Армения,,,"Кировская область",,,А,1,2022-09-27
2141,1735,2858,success,26,М,,"военная кафедра","оператор технических средств, систем охраны и физической защиты",,РВСН,,Киргизия,Домодедово,,,,,,1,2022-09-23
2142,3713,11772,success,NULL,М,,"не служил","инструктор клубов и библиотек",,,,Казахстан,Аксарайский,,,,,А,2,2022-10-02
2143,2412,5943,success,47,М,,"прошел срочную службу",,,,"солдат запаса, сержант",Финляндия,,,,,,,,2022-09-26
2144,2412,5943,success,35,М,,,,,,,Финляндия,,,,,,,,2022-09-26
2145,2412,5943,success,41,М,,,,,,,Финляндия,,,,,,,,2022-09-26
2146,2412,5943,success,47,Ж,,,,,,,Финляндия,,,,,,,,2022-09-26
2147,1903,3676,success,33,М,,"не служил",,,,,Турция,Шереметьево,,,,,,,2022-09-23
2148,3025,8732,success,27,М,,"не служил",999,,,,Казахстан,Емельяново,,Санкт-Петербург,,,В,2,2022-09-28
2149,2173,4897,success,29,М,,,,,,,,Домодедово,,,,,В,2,2022-09-25
2150,2173,4897,success,NULL,Ж,,,,,,,,Домодедово,,,,,,,2022-09-25
2151,2537,6510,success,29,М,,"не служил",,,,,Казахстан,Орск,,Санкт-Петербург,,,,,2022-09-27
2152,2967,8487,success,43,М,,"не служил","оператор ЭВМ",,,,Турция,Кольцово,,,,,В,,2022-09-28
2153,3427,10422,success,28,М,,"не служил",,,,,Казахстан,Петухово,,,,,В,,2022-09-30
2154,3427,10422,success,20,М,,"не служил",,,,,Казахстан,Петухово,,,,,В,,2022-09-30
2155,1930,3819,success,25,М,,"не служил",,,,,Беларусь,,,,,,В,,2022-09-24
2156,1930,3819,success,31,М,,"прошел срочную службу",,,,,Беларусь,,,,,,А,1,2022-09-24
2157,1930,3819,success,31,М,,"прошел срочную службу",,,,,Беларусь,,,,,,А,1,2022-09-24
2158,1930,3819,success,27,М,,"не служил",,,,,Беларусь,,,,,,В,,2022-09-24
2159,1930,3819,success,26,Ж,,,,,,,Беларусь,,,,,,,,2022-09-24
2160,2585,6746,success,25,М,,"не служил",,,,,Таджикистан,Жуковский,,,,,В,,2022-09-27
2161,2186,4960,success,NULL,М,,"военная кафедра",,,РХБЗ,,Казахстан,Кулунда,,,,,,,2022-09-25
2162,5759,16201,success,30,М,,"не служил",,,,,Армения,Пулково,,,,,,,2022-10-27
2163,3199,9465,success,35,М,,"не служил",,,,,Казахстан,Петухово,,,,,В,,2022-09-29
2164,3199,9465,success,35,Ж,,,,,,,Казахстан,Петухово,,,,,,,2022-09-29
2165,3054,8846,success,NULL,М,,"военная кафедра",,,,"офицер запаса, лейтенант","Казахстан ",,,,,,А1,,2022-09-27
2166,3054,8846,success,NULL,М,,"военная кафедра",,,,"офицер запаса, лейтенант","Казахстан ",,,,,,А1,,2022-09-27
2167,4150,13686,success,40,М,,"военная кафедра",062,,,,Армения,Сочи,,,,,А,,2022-10-06
2168,4080,13516,success,33,М,,"не служил",,,,,,Внуково,,Москва,,,В,,2022-10-07
2169,3344,10032,success,27,М,,"прошел срочную службу",,,,,Киргизия,Шереметьево,,Москва,,,,,2022-09-29
2170,2114,4666,success,32,М,,"не служил",,,,,Армения,Шереметьево,,,,,,,2022-09-25
2171,1721,2763,success,26,М,,,,,,,Казахстан,Внуково,,,,,В,,2022-09-22
2172,4004,13184,success,29,М,,"прошел срочную службу",,,,,Армения,Домодедово,,,,,,,2022-10-05
2173,2040,4326,success,29,М,,"не служил",,,,,Турция,Сочи,,,,,В,,2022-09-24
2174,4035,13335,success,26,М,,"не служил",,,,,Азербайджан,Внуково,,,,,,2,2022-10-06
2175,2040,4326,success,26,Ж,,,,,,,Турция,Сочи,,,,,,,2022-09-24
2176,1928,3807,success,22,М,,"не служил",,,,,Азербайджан,Внуково,,,,,В,,2022-09-24
2177,7672,18226,success,51,М,,"прошел срочную службу",,,,,Турция,Пулково,,,,,,,2023-02-01
2179,3821,12291,success,49,М,,"военная кафедра",530200,,,"офицер запаса, лейтенант",Казахстан,Ольховка,,,,,,,2022-10-03
2180,3508,10785,success,29,М,,,,,,,Турция,Шереметьево,,,,,В,,2022-09-30
2181,6523,17095,success,32,М,,"прошел срочную службу",стрелок,,,,Турция,Кольцово,,,,,,,2022-11-17
2183,3620,11266,success,35,М,,"не служил",,,,,Турция,Пулково,,,,,,,2022-10-01
2184,3773,12068,success,29,М,,"военная кафедра",045000,,,,Армения,Кольцово,,,,,А1,,2022-10-02
2185,3161,9311,success,37,М,,"не служил",,,,,Казахстан,Кольцово,,,,,В,2,2022-09-29
2186,3760,12017,success,NULL,М,,"бывший кадровый военный",,,,,Армения,,,,,,А1,,2022-10-02
