id,msg_id,case_mes_id,case_type,age,sex,cause,army_relations,vus,army_type,army_sec_type,army_other,country,kpp,yService,voenk_region,voenk_city,voenk_district,kategory_h,kategory_z,date
336,3701,NULL,NULL,30,NULL,,NULL,NULL,NULL,NULL,служил,Киргизия,Домодедово,,,NULL,NULL,А1,,2022-10-02
337,3701,NULL,NULL,26,NULL,,NULL,NULL,NULL,NULL,"не служил",Киргизия,Домодедово,,,NULL,NULL,В3,,2022-10-02
338,3714,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"оператор ЭВМ",Египет,Шереметьево,,,NULL,NULL,А,,2022-10-02
339,3721,NULL,NULL,26,NULL,,NULL,NULL,NULL,NULL,РХБЗ,Армения,Домодедово,,,NULL,NULL,Б,,2022-10-02
340,3721,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"водитель-механик, электрик",Казахстан,Бугристое,,,NULL,NULL,,,2022-10-02
341,3722,NULL,NULL,34,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Узбекистан,Домодедово,,,NULL,NULL,А,,2022-10-02
342,3726,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Киргизия,Домодедово,,Санкт-Петербург,NULL,NULL,А1,,2022-09-30
343,3727,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"508, ВМФ",Иран,Шереметьево,2011-2012,,NULL,NULL,,,2022-10-02
344,3729,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"999, не служил",Армения,Домодедово,,Санкт-Петербург,NULL,NULL,В,,2022-10-02
345,3732,NULL,NULL,24,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,107,Армения,Домодедово,,,NULL,NULL,,,2022-10-01
346,3733,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,,Орск,,,NULL,NULL,А1,,2022-09-30
347,3737,NULL,NULL,40,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",ОАЭ,Внуково,,,NULL,NULL,,,2022-10-02
348,3739,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"дизелист-электрик, РВСН",Казахстан,Петухово,,"Архангельская область",NULL,NULL,Б,,2022-10-02
349,3741,NULL,NULL,34,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Пулково,,,NULL,NULL,,,2022-10-02
350,3741,NULL,NULL,42,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,"не служил",Литва,,,,NULL,NULL,В,,2022-10-02
351,3748,NULL,NULL,45,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",,Внуково,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-02
352,3757,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"063400, контрактник, офицер запаса",Беларусь,Новозыбков,,,NULL,NULL,А,,2022-09-30
353,3759,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,100,,Шереметьево,,,NULL,NULL,А,,2022-10-01
354,3766,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил, оператор ЭВМ",Турция,Домодедово,,Санкт-Петербург,NULL,NULL,В,,2022-10-02
355,3766,NULL,NULL,34,NULL,,NULL,NULL,NULL,NULL,стрелок,Киргизия,Шереметьево,,,NULL,NULL,,,2022-10-02
356,3774,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,"оператор ЭВМ",Армения,Шереметьево,,,NULL,NULL,А,,2022-10-02
357,3776,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,,Внуково,,,NULL,NULL,В,,2022-09-24
358,3782,NULL,NULL,35,NULL,"ограничение от ФССП",NULL,NULL,NULL,NULL,"не служил",Казахстан,Бугристое,,,NULL,NULL,,,2022-10-02
359,3783,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Киргизия,Домодедово,,,NULL,NULL,А1,,2022-10-02
360,3789,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,писарь-делопроизводитель,Турция,Пулково,,,NULL,NULL,,,2022-10-02
361,3794,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,100182А,Турция,Шереметьево,2016-2017,,NULL,NULL,А,,2022-10-02
362,3805,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,140,Армения,Домодедово,,"Владимирская область",NULL,NULL,Б3,,2022-10-02
363,3807,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Внуково,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-03
364,3808,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"служил, контрактник, сержант",Казахстан,Внуково,,,NULL,NULL,Б3,,2022-10-03
365,3812,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,ПВО,Узбекистан,,,,NULL,NULL,Г,,2022-10-02
366,3812,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,ВМФ,Узбекистан,,,,NULL,NULL,,,2022-10-02
367,3814,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,,Грузия,"Верхний Ларс",,,NULL,NULL,,,2022-10-02
368,3819,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,матрос,Казахстан,Караозек,,,NULL,NULL,А1,,2022-10-03
369,3821,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Кольцово,,,NULL,NULL,,,2022-10-03
370,3831,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,132,Казахстан,Петухово,,,NULL,NULL,А1,,2022-10-03
371,3831,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,478,Казахстан,Петухово,,,NULL,NULL,А1,,2022-10-03
372,3833,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Турция,Шереметьево,,,NULL,NULL,,,2022-10-02
373,3835,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,водитель,Турция,Внуково,,"Петрозаводск, Карелия",NULL,NULL,,,2022-10-03
374,3835,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Турция,Внуково,,"Петрозаводск, Карелия",NULL,NULL,,,2022-10-03
375,3840,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Внуково,,"Курчатов, Курская область",NULL,NULL,,,2022-10-03
376,3845,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер",Казахстан,Аксарайский,,,NULL,NULL,,,2022-10-01
377,3849,NULL,NULL,42,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",,,,"Кингисепп, Ленинградская область",NULL,NULL,,,2022-10-03
378,3850,NULL,NULL,22,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Пулково,,,NULL,NULL,А2,,2022-10-03
379,3855,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"служил, офицер запаса",Узбекистан,Домодедово,,,NULL,NULL,,,2022-10-03
380,3855,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,"ВМФ, плавсостав",,Новороссийск,,,NULL,NULL,,,2022-10-03
381,3857,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер",Армения,,,,NULL,NULL,,,2022-10-03
382,3859,NULL,NULL,42,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"штурман надводных кораблей, военная кафедра",Турция,Пулково,,"Ленинградская область",NULL,NULL,А1,,2022-10-03
383,3870,NULL,NULL,29,NULL,,NULL,NULL,NULL,NULL,"999, не служил",Армения,Шереметьево,,,NULL,NULL,,,2022-10-03
384,3884,NULL,NULL,36,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер",Турция,Пулково,,,NULL,NULL,,,2022-10-04
385,3887,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,,Молдова,,,,NULL,NULL,,,2022-10-04
386,3889,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,220,,,,"Ивановская область",NULL,NULL,А,,2022-10-03
387,3892,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,,Пулково,,,NULL,NULL,,,2022-10-04
388,3894,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"авиационный механик",Турция,Домодедово,,,NULL,NULL,,,2022-10-04
389,3898,12694,fail,23,М,"отказ от военкомата","прошел срочную службу","водитель БТР",,,,Казахстан,Петухово,,,,,Б3,,2022-10-04
390,3921,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,140533А,Узбекистан,Внуково,,,NULL,NULL,А2,,2022-10-04
391,3924,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"441, военная кафедра",Турция,Внуково,,,NULL,NULL,А,1,2022-10-04
392,3928,NULL,NULL,37,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",Турция,Внуково,,,NULL,NULL,А,,2022-10-04
393,3929,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Внуково,,"Ростовская область",NULL,NULL,,,2022-10-03
394,3936,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,"не служил",Казахстан,Тюмень,,Санкт-Петербург,NULL,NULL,,,2022-10-04
395,3942,NULL,NULL,35,NULL,,NULL,NULL,NULL,NULL,"Контролер КПП",Турция,Пулково,,,NULL,NULL,,2,2022-10-04
396,3951,NULL,NULL,25,NULL,,NULL,NULL,NULL,NULL,"военная кафедра, офицер",Турция,,,,NULL,NULL,1,,2022-10-04
397,3952,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,,Польша,"Граница Беларусь-Польша",,,NULL,NULL,,,2022-10-04
398,3954,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Внуково,,,NULL,NULL,,,2022-10-04
399,3955,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,,Молдова,,,,NULL,NULL,,,2022-10-04
400,3961,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"101, сержант",Казахстан,,,,NULL,NULL,В3,,2022-10-05
401,3971,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Армения,Ереван,,,NULL,NULL,А,,2022-10-05
402,3972,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,стрелок,,Домодедово,,,NULL,NULL,Б4,,2022-10-05
403,3978,NULL,NULL,39,NULL,"отказ от военкомата",NULL,NULL,NULL,ПВО,"военная кафедра",Турция,Домодедово,,,NULL,NULL,,,2022-10-05
404,3980,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Шереметьево,,"Владимирская область",NULL,NULL,,,2022-10-02
405,3987,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Казахстан,Озинки,,,NULL,NULL,,,2022-10-05
406,3988,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший разведчик",,,,,NULL,NULL,,,2022-10-05
407,3989,NULL,NULL,40,NULL,"ограничение от ФССП",NULL,NULL,NULL,NULL,"не служил",Беларусь,"Красный Камень",,,NULL,NULL,,,2022-10-04
408,3989,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"021000, военная кафедра",Казахстан,Пулково,,Санкт-Петербург,NULL,NULL,,,2022-10-04
409,3990,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,600945А,Беларусь,Шереметьево,,,NULL,NULL,,1,2022-10-05
410,3994,NULL,NULL,37,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер, ремонт и эксплуатация автомобильной техники",Египет,Внуково,,"Ленинградская область",NULL,NULL,Б1,,2022-10-05
411,4006,NULL,NULL,43,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"артиллерия, военная кафедра, офицер",Финляндия,Торфяновка,,,NULL,NULL,А,,2022-10-05
412,4007,NULL,NULL,25,NULL,,NULL,NULL,NULL,NULL,служил,Турция,Внуково,,,NULL,NULL,А1,,2022-10-05
413,4009,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Азербайджан,Внуково,,,NULL,NULL,,,2022-10-05
414,4009,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Азербайджан,Внуково,,,NULL,NULL,,,2022-10-05
415,4009,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,"Грузия (Абхазия)",Адлер,2015-2016,,NULL,NULL,,,2022-09-29
416,4010,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,вдв,Казахстан,,,"Тюменская область",NULL,NULL,А1,,2022-09-29
417,4011,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,водитель-механик,Армения,Внуково,,,NULL,NULL,,1,2022-10-05
418,4016,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"связист, военная кафедра",Азербайджан,Шереметьево,,"Всеволожск, Ленинградская область",NULL,NULL,А,,2022-10-05
419,4022,NULL,NULL,24,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"служил, танковые войска",Турция,Шереметьево,,,NULL,NULL,А1,,2022-10-05
420,4031,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Внуково,,"Ленинградская область",NULL,NULL,А1,,2022-10-06
421,4036,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,101,Казахстан,,,,NULL,NULL,,,2022-10-04
422,4036,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,101,Казахстан,,,,NULL,NULL,,,2022-10-04
423,4036,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,101,Казахстан,,,,NULL,NULL,,,2022-10-04
424,4040,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"600543, оператор ЭВМ",Казахстан,Шереметьево,,,NULL,NULL,,,2022-10-06
425,4042,NULL,NULL,25,NULL,,NULL,NULL,NULL,NULL,420128,Армения,Шереметьево,,Санкт-Петербург,NULL,NULL,,1,2022-10-06
426,4042,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Турция,Внуково,,"Ярославская область",NULL,NULL,В,,2022-10-02
427,4047,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,,Молдова,Ереван,,,NULL,NULL,В,,2022-10-06
428,4047,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Казахстан,Озинки,,"Пермская область",NULL,NULL,В,,2022-10-05
429,4051,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"405, телеграфист",Турция,Домодедово,2013-2014,"Смоленск, Смоленская область",NULL,NULL,Б3,,2022-10-06
430,4052,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,"632, научная рота",Катар,Шереметьево,,"Воронежская область",NULL,NULL,А,,2022-10-06
431,4052,NULL,NULL,29,NULL,,NULL,NULL,NULL,NULL,100,Катар,Шереметьево,,"Воронежская область",NULL,NULL,А,,2022-10-06
432,4053,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Казахстан,,,,NULL,NULL,,,2022-10-06
433,4054,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",Турция,Домодедово,,,NULL,NULL,,,2022-10-06
434,4055,NULL,NULL,38,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир отделения артиллирийской разведки, морская пехота",,,2008-2009,"Костромская область",NULL,NULL,,,2022-10-06
435,4066,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,100,Киргизия,Жуковский,2017-2018,,NULL,NULL,А2,,2022-10-06
436,4077,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"180, старший механик-водитель",Казахстан,Петухово,2011-2012,,NULL,NULL,,1,2022-10-06
437,4079,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,"командир танкового взвода, сержант",Казахстан,Пулково,,,NULL,NULL,А1,,2022-09-24
438,4079,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,"командир танкового взвода, сержант",Казахстан,Маштаково,,,NULL,NULL,А1,,2022-09-26
439,4079,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"837, водитель",Узбекистан,Домодедово,,,NULL,NULL,Б,,2022-10-06
440,4081,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,Внуково,,,NULL,NULL,,,2022-10-07
441,4084,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил, оператор ЭВМ",Турция,Сочи,,Санкт-Петербург,NULL,NULL,,,2022-10-07
442,4091,NULL,NULL,23,NULL,,NULL,NULL,NULL,NULL,артиллерия,Армения,Внуково,,,NULL,NULL,А4,,2022-10-07
443,4092,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,713,Турция,Сочи,,,NULL,NULL,,,2022-10-07
444,4095,NULL,NULL,34,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Узбекистан,Внуково,,,NULL,NULL,,,2022-10-07
445,4096,NULL,NULL,22,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,187,Армения,Сочи,,Москва,NULL,NULL,А1,,2022-10-07
446,4097,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,"Минеральные Воды",,,NULL,NULL,,,2022-10-07
447,4104,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"электрик-дизелист, РВСН",Казахстан,Петухово,,"Котлас, Архангельская область",NULL,NULL,Б,1,2022-10-07
448,4105,NULL,NULL,48,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"артиллерия, военная кафедра",Киргизия,Новосибирск,,,NULL,NULL,,,2022-10-07
449,4106,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"045000, военная кафедра",Армения,Внуково,,"Саратовская область",NULL,NULL,,,2022-10-06
450,4107,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Жуковский,,"Смоленск, Смоленская область",NULL,NULL,Б,,2022-10-07
451,4115,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, переводчик",Турция,Пулково,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-07
452,4153,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Грузия,"Верхний Ларс",,,NULL,NULL,,,2022-10-07
453,4157,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Армения,Сочи,,,NULL,NULL,,,2022-10-07
454,4167,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,механик-водитель,Турция,Жуковский,,,NULL,NULL,А,,2022-10-08
455,4170,NULL,NULL,45,NULL,,NULL,NULL,NULL,NULL,"ПВО, военная кафедра",Азербайджан,Домодедово,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-08
456,4184,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,артиллерия,Казахстан,Петухово,,,NULL,NULL,А1,,2022-10-08
457,4211,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"132, командир орудия самоходных орудий, ВДВ",Турция,Внуково,2009-2010,,NULL,NULL,,1,2022-10-08
458,4212,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Турция,Внуково,,"Нижегородская область",NULL,NULL,В,,2022-10-08
459,4213,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,"ПВО, военная кафедра, офицер",Армения,Домодедово,,"Иркутск, Иркутская область",NULL,NULL,А1,,2022-10-08
460,4230,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,сапёр,Сербия,,,,NULL,NULL,Б3,,2022-10-08
461,4234,NULL,NULL,38,NULL,,NULL,NULL,NULL,NULL,"военная кафедра, военный метеоролог",Армения,,,,NULL,NULL,,,2022-10-07
462,4235,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Грузия,"Верхний Ларс",,Москва,NULL,NULL,,1,2022-10-08
463,4240,NULL,NULL,42,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер, вус финансовый",Турция,Внуково,,,NULL,NULL,,,2022-10-08
464,4241,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"оператор навигационных гидроакустических систем",Турция,Пулково,,,NULL,NULL,,1,2022-10-08
465,4244,NULL,NULL,41,NULL,,NULL,NULL,NULL,NULL,"военная кафедра, вус морской",Турция,Пулково,,,NULL,NULL,,,2022-10-08
466,4244,NULL,NULL,24,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Исилькуль,,,NULL,NULL,,,2022-10-08
467,4244,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Исилькуль,,,NULL,NULL,,,2022-10-08
468,4246,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,водитель,Турция,Шереметьево,,,NULL,NULL,А,,2022-10-08
469,4247,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,ОАЭ,Домодедово,,,NULL,NULL,А1,,2022-10-08
470,4251,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Турция,Шереметьево,,"Балашиха и Реутов, Московская область",NULL,NULL,,,2022-10-08
471,4254,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"837, водитель",,Домодедово,2015-2016,Москва,NULL,NULL,,,2022-10-08
472,4258,NULL,NULL,24,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок-зенитчик,,,2018-2019,"Тюменская область",NULL,NULL,Б3,,2022-09-26
473,4258,NULL,NULL,24,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок-зенитчик,Казахстан,Исилькуль,2018-2019,"Тюменская область",NULL,NULL,Б3,,2022-10-08
474,4276,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,понтанёр,Азербайджан,Домодедово,2016-2017,,NULL,NULL,,,2022-10-09
475,4278,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",ОАЭ,Домодедово,,"Всеволожск, Ленинградская область",NULL,NULL,Б3,,2022-10-09
476,4298,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"999, не служил",Турция,Внуково,,Санкт-Петербург,NULL,NULL,,,2022-10-09
477,4304,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер",Грузия,"Верхний Ларс",,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-09-30
478,4306,NULL,NULL,44,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер",Турция,Домодедово,,,NULL,NULL,А1,,2022-10-04
479,4317,NULL,NULL,22,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,Сочи,,,NULL,NULL,,,2022-10-09
480,4329,NULL,NULL,31,NULL,,NULL,NULL,NULL,NULL,стрелок,Казахстан,,,"Кемеровская область",NULL,NULL,Б1,,2022-10-09
481,4333,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"ПВО, военная кафедра",Турция,Шереметьево,,,NULL,NULL,А,1,2022-09-26
482,4350,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший наводчик миномета",Турция,Внуково,,,NULL,NULL,А1,,2022-10-04
483,4362,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"908070А, дежурный КПП",Турция,Шереметьево,2016-2017,,NULL,NULL,,,2022-09-29
484,4362,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"908070А, дежурный КПП",Турция,Домодедово,2016-2017,,NULL,NULL,,,2022-09-29
485,4364,NULL,NULL,42,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Израиль,Пулково,,Санкт-Петербург,NULL,NULL,1,,2022-10-09
486,4375,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,"не служил",Грузия,Стамбул,,,NULL,NULL,В,,2022-10-09
487,4379,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"156, командир орудия ЗУ-23-2, росгвардия",Армения,Сочи,2018-2019,,NULL,NULL,,,2022-10-09
488,4390,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"600, не служил",Турция,Домодедово,,,NULL,NULL,В,,2022-10-05
489,4403,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Беларусь,,,,NULL,NULL,,,2022-10-10
490,4415,NULL,NULL,36,NULL,,NULL,NULL,NULL,NULL,"не служил",Египет,Внуково,,,NULL,NULL,Б,,2022-10-10
491,4434,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,водитель,Грузия,"Верхний Ларс",,,NULL,NULL,,,2022-10-10
492,4452,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Петухово,,,NULL,NULL,,,2022-09-30
493,4452,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Теплое,,,NULL,NULL,,,2022-10-05
494,4454,NULL,NULL,36,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Омск,,,NULL,NULL,,,2022-10-08
495,4473,NULL,NULL,21,NULL,"отказ в выезде из-за секретности",NULL,NULL,NULL,NULL,стрелок,Казахстан,,2019-2020,Санкт-Петербург,NULL,NULL,,,2022-10-03
496,4473,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Грузия,"Верхний Ларс",,,NULL,NULL,В,,2022-10-02
497,4473,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Грузия,"Верхний Ларс",,,NULL,NULL,В,,2022-10-03
498,4473,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",,"Минеральные Воды",,,NULL,NULL,В,,2022-10-04
499,4475,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Пулково,,,NULL,NULL,А1,,2022-10-05
500,4484,NULL,NULL,23,NULL,,NULL,NULL,NULL,ВДВ,,Азербайджан,Внуково,,,NULL,NULL,А1,,2022-10-05
